Name,FullName,Age,Height,Weight,Nationality,Overall,Positions,PreferredFoot,IntReputation,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,STRating,LWRating,LFRating,CFRating,RFRating,RWRating,CAMRating,LMRating,CMRating,RMRating,LWBRating,CDMRating,RWBRating,LBRating,CBRating,RBRating,GKRating
Sérgio Oliveira,Sérgio Miguel Relvas de Oliveira,30,181,78,Portugal,79,CM,Right,1,4,3,Medium,Medium,58,78,82,76,71,70,81,72,66,83,79,76,81,81,81,81,62,55,66,78,68,85,58,76,66,84,76,72,79,81,82,81,77,71,60,9,9,11,11,10,77,76,77,77,77,76,79,78,79,78,75,78,75,74,73,74,19
M. Zaccagni,Mattia Zaccagni,27,177,63,Italy,79,LW,Right,1,4,4,High,Medium,82,73,74,83,57,64,71,73,66,78,66,85,67,51,75,82,85,80,86,77,84,75,46,73,63,72,61,58,78,76,61,71,55,58,52,13,16,14,8,7,78,79,79,79,79,79,79,79,78,79,71,70,71,69,63,69,20
M. Perin,Mattia Perin,29,188,77,Italy,79,GK,Right,2,3,1,Medium,Medium,79,79,71,81,57,79,11,11,12,33,19,19,15,13,31,23,57,56,53,74,30,53,75,30,52,17,25,19,12,44,21,65,20,12,19,79,79,71,79,81,32,30,31,31,31,30,34,33,33,33,31,31,31,30,29,30,80
Juanmi,Juan Miguel Jiménez López,29,172,69,Spain,79,"LM,ST",Right,1,3,3,Medium,Medium,76,80,72,81,31,59,78,86,78,77,71,81,65,57,62,83,77,75,79,79,77,76,84,76,49,75,55,23,84,70,64,71,25,28,25,11,6,9,12,9,79,79,79,79,79,79,79,79,73,79,60,55,60,56,47,56,19
N. Lodeiro,Nicolás Lodeiro,33,170,69,Uruguay,79,CAM,Left,3,3,4,High,Medium,69,73,80,81,49,69,80,72,42,83,71,81,82,78,76,81,73,66,78,79,80,72,55,79,66,76,69,49,77,80,80,82,50,52,40,12,16,11,7,15,75,78,77,77,77,78,79,79,79,79,70,69,70,65,59,65,23
C. Wilson,Callum Wilson,30,180,66,England,79,ST,Right,2,3,4,High,Medium,81,78,66,77,42,76,61,83,78,72,71,77,63,45,62,79,78,83,73,80,72,78,70,69,80,68,74,40,84,70,83,79,38,40,27,10,15,8,10,6,79,76,78,78,78,76,78,77,72,77,61,61,61,59,58,59,20
Y. Rakitskyi,Yaroslav Rakitskyi,32,185,83,Ukraine,79,CB,Left,2,3,3,High,Medium,68,67,76,71,79,82,68,59,69,78,53,69,78,77,84,73,67,69,63,76,73,83,74,76,84,79,84,82,53,75,50,78,78,82,80,12,16,7,12,6,71,69,69,69,69,69,73,72,77,72,78,79,78,78,79,78,20
D. Ings,Danny Ings,29,178,73,England,79,ST,Right,1,3,3,High,Medium,72,82,70,78,45,70,66,82,78,75,76,77,72,70,61,79,75,69,76,82,77,82,77,73,69,82,67,46,83,72,81,82,38,45,34,10,13,12,16,6,79,77,78,78,78,77,79,77,74,77,63,63,63,61,58,61,21
N. Gudelj,Nemanja Gudelj,30,187,73,Serbia,79,"CDM,CB",Right,2,2,3,Low,Medium,54,70,79,69,74,84,74,58,69,84,69,66,80,79,78,78,52,56,59,70,50,85,67,81,87,81,82,76,65,74,74,80,74,75,72,8,11,8,14,12,72,69,70,70,70,69,74,72,78,72,76,79,76,75,77,75,20
Marcos Alonso,Marcos Alonso Mendoza,31,188,85,Spain,79,"LB,LWB",Left,2,3,3,High,Low,53,74,80,77,77,75,84,70,83,83,76,78,85,86,75,83,55,52,64,81,56,84,73,79,74,75,75,76,77,74,63,79,72,81,79,9,7,13,9,12,78,75,76,76,76,75,78,78,79,78,79,79,79,79,79,79,19
Ander Herrera,Ander Herrera Agüera,32,182,71,Spain,79,"CM,CDM",Right,3,4,3,High,High,61,71,77,78,78,74,71,68,63,80,70,77,79,64,80,80,65,57,73,82,75,76,61,79,69,72,82,82,76,80,74,82,79,80,76,9,12,15,9,8,75,74,75,75,75,74,79,78,79,78,79,79,79,79,79,79,21
N. Matić,Nemanja Matić,33,194,83,Serbia,79,CDM,Left,3,3,3,Low,Medium,38,67,76,72,78,72,68,59,70,82,71,74,70,63,82,78,32,43,47,78,49,84,63,53,80,67,76,80,61,72,64,82,81,80,70,7,15,12,14,9,71,66,69,69,69,66,73,71,78,71,73,79,73,73,79,73,22
M. Silvestri,Marco Silvestri,31,191,80,Italy,79,GK,Right,1,3,1,Medium,Medium,81,77,60,83,59,80,12,20,12,22,20,18,16,11,20,20,58,61,65,72,34,45,74,34,60,16,31,11,14,47,16,44,8,18,16,81,77,60,80,83,32,30,31,31,31,30,33,32,30,32,28,27,28,28,28,28,79
M. Antonio,Michail Antonio,32,178,82,Jamaica,79,ST,Right,2,3,4,High,Medium,82,75,73,77,55,83,75,77,84,75,70,79,66,60,72,76,76,86,74,82,77,78,91,72,88,68,84,45,82,74,75,73,51,56,53,12,13,8,14,10,79,77,78,78,78,77,79,79,75,79,69,68,69,68,68,68,22
B. André,Benjamin André,31,180,76,France,79,"CDM,CM",Right,2,3,3,High,High,65,64,73,75,78,84,70,61,80,78,56,75,68,46,75,75,62,67,70,78,71,69,93,90,79,65,87,80,70,72,66,76,75,80,75,8,14,15,7,10,73,71,71,71,71,71,74,75,78,75,78,79,78,78,79,78,20
D. Klaassen,Davy Klaassen,29,179,70,Netherlands,79,"CAM,CM",Right,2,3,3,High,High,68,80,74,76,73,78,67,82,77,79,82,75,61,53,76,80,67,69,65,80,68,81,70,89,73,74,79,73,84,78,76,82,71,75,65,12,6,13,16,10,79,76,78,78,78,76,79,79,79,79,76,78,76,76,76,76,21
A. Florenzi,Alessandro Florenzi,31,173,67,Italy,79,RB,Right,3,4,3,High,Medium,76,77,79,79,74,61,76,73,70,83,84,75,71,71,76,84,79,74,86,77,82,82,72,75,50,81,66,77,69,80,73,79,76,74,70,9,8,10,11,10,78,78,77,77,77,78,79,79,79,79,79,79,79,79,75,79,20
Héctor Bellerín,Héctor Bellerín Moruno,27,178,74,Spain,79,RB,Right,3,2,3,High,Low,81,51,70,77,75,64,78,52,60,77,41,77,63,50,59,78,79,83,75,77,78,52,65,72,57,43,72,78,67,66,62,70,74,77,78,8,14,14,13,12,68,72,70,70,70,72,74,77,74,77,80,76,80,80,76,80,22
A. Milik,Arkadiusz Milik,28,186,80,Poland,79,ST,Left,3,3,3,Medium,Medium,61,82,69,74,39,69,63,84,79,73,78,74,76,84,64,79,55,65,64,74,61,84,64,60,75,79,67,36,80,64,79,76,35,34,32,9,16,16,15,6,79,73,75,75,75,73,76,74,71,74,58,59,58,56,55,56,22
Munir,Munir El Haddadi,26,175,69,Morocco,79,"LM,RM,LW",Left,2,3,4,High,Low,77,78,75,82,35,64,73,79,77,80,80,82,81,67,62,83,80,74,83,78,80,78,66,70,64,77,58,25,78,76,66,80,38,27,25,9,12,6,13,16,79,79,79,79,79,79,79,79,73,79,60,57,60,57,51,57,21
L. Ajorque,Ludovic Ajorque,28,197,92,France,79,ST,Left,2,3,3,High,High,73,79,61,70,43,84,50,83,83,69,75,72,57,51,48,77,69,76,55,79,31,79,74,78,90,70,78,38,83,69,77,75,40,38,35,8,13,14,14,7,79,72,76,76,76,72,75,73,69,73,60,60,60,58,59,58,20
D. Djené,Dakonam Djené,30,178,72,Togo,79,CB,Right,1,4,2,Medium,High,67,38,62,62,79,77,60,29,76,75,22,50,51,48,69,71,68,66,69,80,66,67,79,70,77,29,87,81,49,42,41,73,80,79,78,7,15,7,10,10,60,57,57,57,57,57,60,63,66,63,75,77,75,76,79,76,20
D. Zappacosta,Davide Zappacosta,30,182,75,Italy,79,"LWB,LM,RM",Right,2,3,3,High,High,78,66,73,74,75,72,81,59,69,75,69,76,74,59,68,74,77,79,71,73,68,75,72,81,66,72,75,76,72,68,59,73,74,77,78,11,9,8,6,11,73,73,72,72,72,73,74,76,75,76,79,76,79,79,76,79,18
L. Zelarayán,Lucas Zelarayán,30,172,70,Armenia,79,CAM,Right,2,3,4,Medium,Low,71,76,78,82,46,66,76,72,54,79,74,82,82,89,74,84,72,71,88,76,84,79,80,74,64,84,56,44,77,78,67,70,50,43,35,8,9,11,6,10,76,78,78,78,78,78,79,79,77,79,66,65,66,62,56,62,18
F. Armani,Franco Armani,35,189,88,Argentina,79,GK,Right,1,3,1,Medium,Medium,78,74,69,85,43,80,18,11,19,35,18,16,15,16,29,37,41,45,37,77,39,52,65,35,81,17,43,21,17,54,20,53,15,13,19,78,74,69,80,85,35,31,34,34,34,31,37,35,37,35,32,35,32,31,34,31,79
Adama Traoré,Adama Traoré Diarra,26,178,86,Spain,79,"RW,LW",Right,1,2,4,High,Low,96,65,68,86,38,83,78,64,40,72,52,92,72,42,54,83,96,96,82,71,88,79,81,77,89,63,76,41,65,67,47,73,37,38,35,13,9,11,12,7,74,79,76,76,76,79,77,80,70,80,66,61,66,62,56,62,19
João Mário,João Mário N. Costa Eduardo,29,179,73,Portugal,79,"CM,LM",Right,3,4,3,Medium,Low,70,69,81,82,65,66,76,64,55,85,69,82,74,67,81,82,71,69,80,78,77,76,62,73,65,72,60,71,74,82,66,86,57,71,65,6,15,8,8,8,75,77,76,76,76,77,79,79,79,79,76,77,76,74,70,74,20
F. Bernardeschi,Federico Bernardeschi,28,185,77,Italy,79,"RM,RW",Left,2,3,4,Medium,Medium,77,71,79,82,62,66,81,61,53,81,76,84,83,80,70,83,77,77,82,69,79,80,50,73,69,82,53,64,73,81,81,78,66,59,59,14,15,10,13,12,74,78,76,76,76,78,79,79,78,79,74,71,74,71,65,71,21
P. Onuachu,Paul Ebere Onuachu,28,201,98,Nigeria,79,ST,Right,1,2,3,High,Medium,70,78,62,70,45,82,41,83,85,73,73,73,58,30,68,78,63,75,42,75,32,78,54,73,93,63,74,41,81,68,88,74,33,48,36,9,12,14,9,8,79,70,75,75,75,70,75,73,72,73,59,63,59,58,60,58,19
N. Stanciu,Nicolae Stanciu,29,170,63,Romania,79,"CM,CAM,RM",Right,2,4,4,Medium,Medium,74,75,81,82,62,68,78,73,66,81,70,80,84,85,83,81,79,70,90,78,90,77,67,83,61,78,69,60,75,82,68,78,62,63,61,14,7,13,10,12,77,78,78,78,78,78,79,79,79,79,74,74,74,72,67,72,20
Rubén García,Rubén García Santos,28,171,71,Spain,79,"LM,CM,CAM",Left,1,2,4,High,Medium,77,76,79,79,45,54,80,79,56,80,59,79,77,79,79,80,84,72,81,73,86,76,65,64,46,78,58,38,74,78,69,67,45,48,41,9,14,13,14,10,75,78,77,77,77,78,79,79,76,79,65,63,65,62,54,62,21
C. Mbemba,Chancel Mbemba,27,182,78,Congo DR,79,CB,Right,1,3,2,Medium,High,72,50,56,65,80,81,55,45,79,68,37,63,30,28,66,65,70,74,67,79,64,76,90,80,80,42,81,78,52,43,41,70,79,82,80,9,14,16,7,7,65,61,61,61,61,61,62,65,66,65,75,76,75,77,81,77,19
J. McGinn,John McGinn,27,178,68,Scotland,79,"CM,CDM",Left,2,2,3,High,High,69,74,76,77,73,81,69,71,59,79,75,78,66,61,86,78,73,65,77,76,80,83,75,90,78,76,79,73,72,76,55,68,72,78,71,9,13,12,10,12,75,75,75,75,75,75,78,78,80,78,77,80,77,76,76,76,20
Jonny,Jonathan Castro Otto,28,170,70,Spain,79,"LWB,RWB",Right,2,3,3,High,High,74,54,71,76,78,69,76,51,69,76,46,76,66,54,64,77,77,71,73,76,80,68,75,77,59,49,80,79,67,67,46,74,78,81,79,7,10,12,10,6,68,71,70,70,70,71,72,74,74,74,79,77,79,79,78,79,18
R. Ghezzal,Rachid Ghezzal,30,182,70,Algeria,79,"RW,RM,CAM",Left,2,3,4,Medium,Low,72,72,82,81,28,60,84,71,56,83,62,82,84,74,81,82,73,71,82,74,73,72,54,73,59,77,48,27,76,81,75,75,25,24,23,12,6,15,7,15,74,79,77,77,77,79,79,79,76,79,60,58,60,55,44,55,19
Clinton Mata,Clinton Mukoni Mata Pedro Lourenço,29,180,73,Angola,79,"RB,CB",Right,1,3,3,High,High,83,61,68,74,78,80,62,53,71,73,46,72,71,70,71,72,80,85,86,77,70,78,90,93,73,67,80,78,67,64,49,78,78,79,78,10,10,7,10,10,71,70,70,70,70,70,72,74,74,74,79,78,79,79,79,79,19
A. Januzaj,Adnan Januzaj,27,186,75,Belgium,79,"RW,LW",Left,1,4,4,Medium,Low,77,72,79,83,30,57,78,72,42,80,70,86,80,76,76,82,80,74,84,75,75,75,61,62,60,73,41,36,75,79,60,76,30,23,22,15,10,11,12,7,74,79,77,77,77,79,79,79,75,79,60,57,60,55,44,55,20
B. Djimsiti,Berat Djimsiti,29,190,83,Albania,79,CB,Right,1,3,2,Medium,Medium,71,39,59,50,82,81,53,36,83,68,32,34,42,30,68,68,67,75,44,78,51,52,57,79,83,30,82,81,55,56,38,75,83,82,78,10,6,13,10,10,60,55,56,56,56,55,59,61,66,61,74,78,74,77,79,77,19
A. Doucouré,Abdoulaye Doucouré,29,184,76,Mali,79,"CM,CDM",Right,2,3,3,High,High,67,76,74,78,78,82,69,75,69,81,68,79,44,52,77,81,66,67,65,79,67,84,74,89,81,77,78,81,77,75,54,77,76,80,76,15,12,12,15,14,79,76,77,77,77,76,79,79,79,79,79,79,79,79,79,79,23
Matheus,Matheus Lima Magalhães,29,190,84,Brazil,79,GK,Right,1,3,1,Medium,Medium,82,75,77,82,45,77,15,12,14,27,13,12,21,12,36,22,44,47,45,75,48,58,63,32,71,15,19,26,12,52,13,46,16,20,15,82,75,77,77,82,32,27,30,30,30,27,32,31,34,31,30,33,30,30,31,30,80
M. Keane,Michael Keane,29,191,82,England,79,CB,Right,2,2,2,Medium,Medium,52,49,63,62,80,79,57,50,82,70,40,61,53,33,72,65,50,53,52,76,54,58,85,65,86,46,77,78,29,60,48,72,80,81,77,16,7,8,14,11,60,57,57,57,57,57,61,61,67,61,71,76,71,73,80,73,21
L. Trossard,Leandro Trossard,27,171,67,Belgium,79,"LM,ST,CAM",Right,1,4,4,High,Medium,82,78,76,81,30,62,77,78,65,77,74,81,82,69,74,78,89,76,92,72,85,78,78,74,60,79,47,18,77,76,75,82,30,31,18,14,8,11,7,7,78,79,78,78,78,79,79,79,73,79,58,55,58,54,46,54,18
Manu Trigueros,Manuel Trigueros Muñoz,30,178,75,Spain,79,"CM,LM,RM",Right,2,4,4,High,Medium,50,73,78,75,72,66,75,70,71,80,65,74,78,69,79,79,47,52,69,79,67,78,69,71,61,80,69,73,77,80,65,76,69,77,69,9,14,12,7,8,74,73,74,74,74,73,78,75,79,75,74,77,74,73,73,73,19
B. Davies,Ben Davies,29,181,76,Wales,79,"CB,LWB",Left,2,3,3,Medium,Medium,67,58,72,72,80,74,71,58,73,78,48,70,72,48,75,77,68,67,64,83,69,65,78,76,70,52,81,81,60,65,54,76,82,81,80,11,7,6,7,14,69,69,69,69,69,69,72,73,75,73,79,79,79,79,79,79,20
S. Umtiti,Samuel Umtiti,28,182,75,France,79,CB,Left,3,3,2,Low,Medium,63,62,68,67,79,75,61,51,78,76,65,64,72,62,73,72,61,65,58,75,64,83,82,56,82,70,79,80,51,58,59,74,79,79,77,15,10,14,12,15,70,64,65,65,65,64,68,67,72,67,74,78,74,75,79,75,23
Denis Suárez,Denis Suárez Fernández,28,178,66,Spain,79,CM,Right,2,3,3,Medium,Medium,72,72,81,81,64,55,75,71,49,84,68,82,82,70,80,81,72,72,81,81,76,74,57,61,54,73,47,70,78,85,63,75,69,65,49,10,14,10,7,7,74,78,78,78,78,78,79,79,79,79,73,73,73,70,65,70,19
E. Lamela,Erik Lamela,30,181,79,Argentina,79,"RW,CAM,ST",Left,2,3,4,High,High,68,77,79,83,53,69,79,74,60,80,75,85,84,81,75,84,72,64,76,79,75,81,55,69,62,80,90,53,79,78,75,75,52,50,54,10,15,11,8,13,77,79,79,79,79,79,79,79,78,79,69,70,69,66,63,66,21
Luiz Felipe,Luiz Felipe Ramos Marchi,25,187,80,Italy,79,CB,Right,1,4,3,Medium,High,72,29,61,68,80,73,53,22,74,72,32,69,31,35,66,71,69,75,65,78,46,44,80,56,77,26,81,82,28,58,44,64,81,79,81,14,8,13,10,9,55,58,56,56,56,58,62,63,66,63,74,76,74,76,81,76,20
Jadson Bardeira,Jadson Bardeira Cunha,22,187,85,Brazil,78,ST,Right,1,3,2,High,High,73,82,62,70,31,75,59,86,91,66,70,69,59,33,64,70,77,70,70,68,67,87,89,74,79,80,62,16,74,65,56,80,38,19,17,13,9,6,12,16,78,71,73,73,73,71,72,71,66,71,52,51,52,50,49,50,20
A. Bayındır,Altay Bayındır,24,198,73,Turkey,78,GK,Right,1,2,1,Medium,Medium,78,75,72,82,30,76,11,10,14,35,15,10,10,14,43,16,30,31,51,70,24,54,58,31,68,11,29,14,14,55,16,62,14,13,10,78,75,72,76,82,29,24,27,27,27,24,32,29,34,29,25,31,25,24,27,24,79
Puado,Javier Puado Díaz,24,177,69,Spain,78,"LM,RM,ST",Right,1,4,4,High,High,84,75,70,78,51,76,70,76,76,77,67,77,63,53,64,79,85,83,83,76,80,76,83,86,75,74,66,45,76,69,74,75,52,46,45,8,9,11,8,13,79,77,77,77,77,77,78,79,74,79,68,65,68,66,62,66,19
S. Diop,Sofiane Diop,22,175,65,France,78,"LM,RM,CF",Right,1,3,4,High,High,71,72,75,83,54,54,77,71,39,76,62,83,76,74,68,83,74,69,82,76,85,76,48,78,37,74,68,56,76,78,60,80,56,58,46,14,13,8,9,9,72,77,76,76,76,77,79,79,77,79,70,68,70,66,58,66,20
A. Bah,Alexander Bah,24,183,76,Denmark,78,"RB,RM",Right,1,3,3,High,High,92,64,68,73,72,81,75,59,71,68,54,74,59,64,62,72,90,93,77,75,70,78,73,86,78,65,83,73,69,69,51,68,68,74,72,6,12,12,9,13,73,73,72,72,72,73,73,76,72,76,78,74,78,78,76,78,19
J. Todibo,Jean-Clair Todibo,22,190,88,France,78,CB,Right,1,2,3,Medium,Medium,75,44,63,65,79,76,49,40,79,77,35,63,47,41,69,72,68,81,51,73,55,57,76,70,81,41,72,78,43,56,52,76,78,80,76,7,13,11,8,13,62,61,61,61,61,61,64,66,69,66,74,77,74,76,80,76,19
J. Álvarez,Julián Álvarez,22,173,71,Argentina,78,"ST,RW,LW",Right,1,4,4,High,High,76,80,76,83,55,75,75,80,68,73,75,82,80,74,74,83,80,73,87,78,87,84,69,81,70,80,83,46,82,81,73,82,60,53,46,6,10,8,15,6,80,80,80,80,80,80,82,81,78,81,69,69,69,67,64,67,19
E. Fernández,Enzo Fernández,21,180,77,Argentina,78,"CM,CDM",Right,1,4,3,High,High,74,71,76,78,72,80,66,64,66,80,70,77,74,69,75,80,77,72,76,77,77,83,70,83,79,73,82,70,79,80,74,80,72,75,74,8,6,7,8,10,76,75,76,76,76,75,79,78,80,78,77,79,77,76,76,76,18
A. Espino,Alfonso Espino,30,172,71,Uruguay,78,LB,Left,1,3,3,High,Medium,87,63,68,73,74,82,77,60,62,67,50,76,69,57,70,69,88,86,74,66,77,80,66,90,79,55,81,76,70,60,51,69,72,78,76,15,6,8,12,5,71,71,70,70,70,71,70,75,71,75,78,75,78,78,76,78,18
Emerson Royal,Emerson Leite De Souza,23,181,79,Brazil,78,"RWB,RB",Right,1,3,3,High,Medium,74,62,71,74,75,76,75,57,70,77,44,74,73,47,65,77,73,75,74,72,67,77,79,76,74,62,80,73,73,65,48,65,75,78,79,11,13,9,10,13,72,72,71,71,71,72,73,75,74,75,78,76,78,77,78,77,20
T. Holeš,Tomáš Holeš,29,180,73,Czech Republic,78,"CDM,CB",Right,1,4,2,High,High,77,70,70,73,77,82,67,68,77,75,67,71,63,55,74,74,78,77,73,75,81,74,82,85,79,75,85,77,75,68,54,74,76,79,77,9,10,8,13,5,76,73,73,73,73,73,75,75,76,75,78,78,78,78,78,78,18
C. De Ketelaere,Charles De Ketelaere,21,192,79,Belgium,78,"ST,LW",Left,1,4,4,High,High,75,76,76,81,57,73,74,78,75,77,76,83,73,72,77,83,73,77,78,76,64,77,69,83,75,74,57,61,77,79,67,79,45,61,57,11,8,14,8,8,80,78,79,79,79,78,81,81,79,81,72,71,72,70,66,70,18
Gabriel Martinelli,Gabriel Teodoro Martinelli Silva,21,178,75,Brazil,78,LM,Right,1,3,4,High,High,87,71,68,80,45,68,73,76,72,71,61,82,72,49,50,79,88,86,82,77,79,70,55,78,61,65,77,37,76,74,60,75,44,44,43,10,6,7,6,6,77,78,77,77,77,78,78,79,71,79,66,61,66,64,57,64,17
J. Veerman,Joey Veerman,23,185,75,Netherlands,78,"CM,CDM,CAM",Right,1,4,3,Medium,Medium,67,70,81,78,65,74,79,64,54,82,58,80,73,72,83,79,70,65,74,75,69,79,50,81,76,78,68,68,64,84,65,77,65,68,63,12,11,10,5,9,72,75,74,74,74,75,79,78,80,78,75,76,75,73,69,73,19
P. Kalulu,Pierre Kalulu,22,184,69,France,78,"CB,RB",Right,1,3,2,Medium,High,80,50,68,69,79,75,70,43,75,78,44,64,65,44,65,74,77,83,69,77,69,66,76,72,75,51,77,77,60,59,49,77,78,82,78,12,5,13,9,11,67,67,66,66,66,67,69,71,71,71,78,77,78,79,80,79,19
P. Hincapié,Piero Hincapié,20,184,76,Ecuador,78,"LB,CB",Left,1,2,3,Medium,Medium,83,39,64,71,78,74,55,40,76,78,29,70,56,32,74,73,79,86,73,74,65,50,80,74,74,27,71,77,55,53,33,76,76,79,84,9,15,10,6,9,64,65,64,64,64,65,67,70,70,70,77,77,77,78,79,78,19
Evanilson,F. Evanilson de Lima Barbosa,22,181,77,Brazil,78,ST,Right,1,4,3,High,High,74,76,63,76,25,72,43,79,75,74,76,77,67,46,62,78,75,73,66,78,68,75,64,76,81,70,45,16,84,67,69,74,22,20,19,13,11,6,14,7,80,73,77,77,77,73,77,74,70,74,52,52,52,49,45,49,20
G. Mamardashvili,Giorgi Mamardashvili,21,199,88,Georgia,78,GK,Left,1,3,1,Medium,Medium,79,78,74,80,48,79,13,9,14,15,7,11,11,10,15,22,48,48,35,60,26,56,53,45,74,7,25,8,8,34,11,26,5,12,10,79,78,74,79,80,29,23,24,24,24,23,25,26,24,26,25,24,25,25,25,25,79
C. Hughes,Colin Hughes,26,178,73,Wales,78,"LM,LW",Left,1,2,4,Medium,Medium,83,59,75,81,24,58,78,54,41,77,68,83,80,68,62,79,86,81,80,78,78,68,46,73,52,53,56,22,77,78,65,76,23,22,24,12,6,10,6,11,69,76,74,74,74,76,77,78,71,78,59,54,59,54,41,54,18
A. Dixon,Ash Dixon,26,170,72,England,78,RB,Right,1,2,3,Medium,High,79,66,72,71,75,67,76,60,54,75,32,68,73,59,71,70,84,74,77,78,88,81,84,83,53,77,79,75,63,68,47,71,77,79,80,11,6,13,10,8,69,71,70,70,70,71,73,74,74,74,79,77,79,78,75,78,19
T. Roberts,Tanaka Roberts,29,178,82,Zimbabwe,78,ST,Right,1,3,3,High,Medium,85,79,59,78,32,71,52,79,77,67,77,77,71,61,44,78,86,85,81,79,82,80,88,73,70,76,66,23,82,62,80,77,27,33,21,11,14,6,10,11,78,75,77,77,77,75,76,74,67,74,56,53,56,54,51,54,21
M. Simakan,Mohamed Simakan,22,187,82,France,78,CB,Right,1,2,2,Medium,Medium,71,39,62,64,80,79,54,33,77,70,28,62,49,32,69,66,70,71,59,76,61,61,71,74,82,29,79,81,44,63,47,74,76,87,76,8,6,6,11,15,60,59,59,59,59,59,62,65,68,65,74,77,74,76,80,76,19
B. Sosa,Borna Sosa,24,187,79,Croatia,78,"LB,LM",Left,2,2,3,High,Low,79,53,77,78,72,70,88,41,64,74,44,79,79,55,72,79,78,79,73,79,68,70,67,78,68,65,65,71,67,78,31,75,73,76,69,10,6,6,8,9,68,74,71,71,71,74,75,78,76,78,79,76,79,78,73,78,18
J. Pavlenka,Jiří Pavlenka,30,196,81,Czech Republic,78,GK,Right,2,3,1,Medium,Medium,81,74,60,84,36,69,11,16,14,28,19,12,10,14,17,19,35,37,39,79,27,45,36,20,68,17,22,13,14,25,18,39,12,10,14,81,74,60,69,84,31,24,27,27,27,24,28,26,26,26,25,26,25,25,26,25,78
A. Saelemaekers,Alexis Saelemaekers,23,180,72,Belgium,78,"RW,RM",Right,1,4,3,High,High,81,67,76,81,64,68,80,68,45,79,65,81,76,67,72,81,82,80,87,76,77,64,77,83,59,72,68,65,74,71,44,74,68,66,61,9,6,9,12,12,72,78,75,75,75,78,79,80,77,80,76,73,76,74,67,74,19
Melendo,Óscar Melendo Jiménez,24,167,63,Spain,78,"CAM,RM,CM",Left,1,2,4,High,Medium,80,64,79,79,47,58,74,65,45,84,63,78,81,50,78,80,81,79,86,72,88,66,60,62,53,63,63,50,75,83,50,70,50,45,40,9,7,13,15,8,71,77,75,75,75,77,80,79,76,79,66,66,66,63,56,63,19
R. Kolo Muani,Randal Kolo Muani,23,187,73,France,78,"ST,RM",Right,1,3,4,Medium,Medium,84,72,63,80,38,62,43,78,77,76,64,84,68,54,61,81,88,81,81,74,51,72,82,66,69,63,32,38,77,62,63,77,32,32,31,7,14,15,8,5,79,75,77,77,77,75,77,76,70,76,58,56,58,56,52,56,18
A. Haidara,Amadou Haidara,24,175,72,Mali,78,"CM,CDM,RM",Right,2,2,3,High,Medium,70,72,76,80,68,70,74,69,50,80,61,81,75,62,75,81,74,66,78,78,76,77,76,81,65,77,69,76,74,77,62,76,68,69,62,7,11,8,7,10,74,76,76,76,76,76,79,79,80,79,76,76,76,74,70,74,18
Pedro Neto,Pedro Lomba Neto,22,172,62,Portugal,78,"LW,RW,ST",Left,1,4,4,High,Medium,85,74,69,81,31,58,70,76,49,75,65,83,68,54,56,80,86,85,86,75,86,76,52,64,56,74,55,41,76,73,62,66,32,23,17,6,13,7,12,6,76,78,77,77,77,78,79,78,71,78,59,55,59,55,46,55,18
M. Gómez,Maximiliano Gómez,25,186,84,Uruguay,78,ST,Right,1,3,3,High,Low,63,78,68,73,32,82,59,80,87,73,75,72,75,57,64,76,63,63,66,78,56,81,83,78,88,73,74,21,82,70,72,80,35,20,23,7,8,13,12,6,80,72,75,75,75,72,75,74,70,74,55,56,55,52,52,52,18
N. Lang,Noa Lang,23,179,69,Netherlands,78,"LW,RW,ST",Right,1,3,4,High,Medium,86,73,72,83,50,67,66,74,48,77,80,84,69,57,67,81,90,82,86,79,87,72,67,74,63,69,70,57,74,75,71,82,47,51,43,13,7,13,12,12,76,78,78,78,78,78,80,80,76,80,69,67,69,66,60,66,21
S. Kalajdžić,Saša Kalajdžić,24,200,93,Austria,78,ST,Right,2,3,3,Medium,Medium,63,75,68,73,46,70,59,82,87,77,73,74,50,47,64,78,64,62,63,78,53,74,54,67,83,62,44,34,81,75,57,74,39,46,47,7,6,13,14,15,80,73,76,76,76,73,77,74,72,74,61,61,61,60,58,60,20
G. Vicario,Guglielmo Vicario,25,188,76,Italy,78,GK,Right,1,1,1,Medium,Medium,79,78,74,80,28,78,11,6,11,27,7,12,14,10,27,14,28,29,33,64,33,56,49,18,53,5,17,15,8,64,13,55,23,11,13,79,78,74,78,80,25,22,25,25,25,22,29,26,30,26,23,27,23,23,25,23,79
